1969,0.57531732,-0.29635474,0.1176525,0.75401956,0.08
1970,0.84740204,-0.055430781,0.10840375,0.79442908,0.03
1971,1.0370201,0.11420984,0.087416875,0.83539343,-0.11
1972,1.0974394,0.15327859,0.072148125,0.87201267,0
1973,1.0624488,0.10632755,0.05096,0.90516124,0.14
1974,0.91537051,-0.040694323,0.0251475,0.93091733,-0.08
1975,0.82176973,-0.14110786,0.0099925,0.95288509,-0.05
1976,0.97769425,-0.017390156,0.0194775,0.97560691,-0.16
1977,1.1988289,0.13408693,0.0600775,1.0046644,0.12
1978,1.2758337,0.10906922,0.12268812,1.0440764,0.01
1979,1.3561905,0.093990052,0.17410312,1.0880973,0.08
1980,1.466064,0.14813797,0.19308187,1.1248442,0.19
1981,1.4077614,0.079596302,0.17986937,1.1482957,0.26
1982,0.71477621,-0.59142661,0.14232312,1.1638797,0.04
1983,0.40876639,-0.87621724,0.09982,1.1851636,0.25
1984,0.95187721,-0.32000161,0.0546175,1.2172613,0.09
1985,1.2513234,-0.023216198,0.02268,1.2518596,0.04
1986,1.3423653,0.035044219,0.021625625,1.2856954,0.12
1987,1.4352832,0.065887969,0.047569375,1.3218259,0.27
1988,1.5760874,0.10598484,0.1045625,1.36554,0.31
1989,1.7006148,0.12928901,0.16269312,1.4086327,0.19
1990,1.7456356,0.12654734,0.17444,1.4446482,0.36
1991,0.80674072,-0.81487245,0.15460375,1.4670094,0.35
1992,0.18316716,-1.4197527,0.12536562,1.4775542,0.13
1993,0.8971375,-0.68190161,0.08502375,1.4940154,0.13
1994,1.436801,-0.13151203,0.04853625,1.5197768,0.23
1995,1.6412118,0.058691094,0.02604875,1.556472,0.37
1996,1.7378777,0.12380568,0.019718125,1.5943539,0.29
1997,1.8156668,0.15327859,0.04291875,1.6194694,0.39
1998,1.9242133,0.18754943,0.09258375,1.6440801,0.56
1999,2.0332219,0.21633693,0.14625187,1.6706331,0.32
2000,2.0961904,0.22867443,0.18119062,1.6863253,0.33
2001,2.1279809,0.23244422,0.19056187,1.7049748,0.47
2002,2.1453595,0.23244422,0.17415125,1.7387641,0.56
2003,2.1378986,0.23244422,0.13018687,1.7752675,0.55
2004,2.1258179,0.23244422,0.086078125,1.8072955,0.48
2005,2.0837516,0.18401834,0.059268125,1.8404652,0.63
