1,NaN,0.097531,0.044922,0.30106,0.19494,0.11227,0.58695,0.2252,0.33444,0.024932,NaN,0.024932,0.089363,0.0076634,0.53215,0.19494,0.43412,0.58695,0.33185,0.7629,0.091751,0.32038,1,0.58695,0.070698,0.67379,0.068858,0.57956,0.0086821,0.68615,0.54701,0.94335,0.068332,NaN,0.58695,0.54988,0.41575,0.070698,NaN,0.58695,0.18673,0.8544,0.18019,0.37828,0.36233,0.71194,0.57956,0.44894,0.68615,0.57956,0.36233,0.84619,0.19494,0.58695,0.007474,0.58695,0.91404,0.91404,0.43412,0.54988,0.7317,0.19003,0.8544,0.8544,0.43412,0.076684,0.10557,0.58695,0.30106,0.0086821,0.25063,0.8544,0.81601,0.37828,0.36233,0.94335,0.070698,0.91404,0.91404,0.1305,0.23497,0.7317
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.097531,NaN,1,0.54701,0.097531,0.074495,1,0.028388,0.75805,0.42159,0.87829,NaN,0.47312,9.2365e-08,0.87829,0.051507,0.69225,0.15924,0.028388,0.87829,0.82298,0.52804,0.56264,0.38358,0.65052,0.65052,0.22362,0.91509,0.82298,0.074495,0.47064,0.28057,0.074495,0.41649,NaN,0.65052,0.0031935,0.097531,0.028388,NaN,0.65052,0.17961,0.47312,0.95658,0.00097799,0.16528,0.23273,0.23515,0.52804,0.41649,0.23515,0.16528,0.8856,0.074495,0.65052,0.00097799,0.65052,0.097531,0.097531,0.51456,0.47312,0.38074,0.8856,0.87829,0.87829,0.51456,0.67379,0.80095,0.65052,0.67379,0.69225,0.33925,0.47312,0.18962,0.22834,0.8856,0.33925,0.028388,0.097531,0.097531,0.30717,0.95658,0.32329
0.044922,NaN,0.54701,1,0.91404,0.94335,0.43412,0.58695,0.2252,0.33444,0.54988,NaN,0.54988,0.43412,0.00025256,0.53215,0.25063,0.089363,0.58695,0.33185,0.57956,0.39373,0.32038,1,0.070698,0.58695,0.67379,0.88571,0.7629,0.94335,0.68615,0.097531,0.94335,0.32912,NaN,0.58695,0.8544,0.076684,0.070698,NaN,0.58695,0.18673,0.8544,0.18019,0.37828,0.84619,0.67776,0.24274,0.091751,0.32912,0.24274,0.19003,0.84619,0.94335,0.58695,0.37828,0.58695,0.91404,0.91404,0.37828,0.54988,0.62393,0.84619,0.54988,0.8544,0.37828,0.41575,0.53215,0.58695,0.30106,0.0086821,0.25063,0.33185,0.57576,0.37828,0.038202,0.19494,0.070698,0.91404,0.91404,0.50089,0.7317,0.7317
0.30106,NaN,0.097531,0.91404,1,0.94335,0.43412,0.58695,0.67776,0.016124,0.8544,NaN,0.1623,0.089363,0.54988,4.0078e-07,0.19494,0.91734,0.58695,0.8544,0.24274,0.96243,0.43412,0.014398,0.58695,0.58695,0.67379,0.50089,0.7629,0.94335,0.32912,0.14266,0.25063,0.68615,NaN,0.58695,0.8544,0.30106,0.58695,NaN,0.58695,0.73384,0.8544,0.62393,0.37828,0.36233,0.045685,0.15279,0.44894,0.32912,0.15279,0.36233,0.36233,0.94335,0.58695,0.37828,0.58695,0.41575,0.41575,0.37828,0.8544,0.23497,0.19003,0.1623,0.073879,0.43412,0.30106,0.18673,0.58695,0.91404,0.94335,0.94335,0.1623,0.30206,0.43412,0.19003,0.25063,0.58695,0.30106,0.30106,0.50089,0.62393,0.23497
0.19494,NaN,0.074495,0.94335,0.94335,1,1,0.72099,0.42774,0.081114,0.36189,NaN,0.90386,0.018542,0.90386,0.82298,0.010465,0.94553,0.72099,0.90386,0.84265,0.57576,0.94553,0.30138,0.72099,0.72099,0.69225,0.081114,0.17961,0.4522,0.5224,0.69225,0.4522,0.23724,NaN,0.72099,0.24621,0.19494,0.0043649,NaN,0.72099,0.29244,0.90386,0.43726,7.9762e-06,0.034381,0.19646,0.35109,0.11377,0.23724,0.35109,0.034381,0.39201,0.39714,0.72099,0.088411,0.72099,0.19494,0.19494,0.60763,0.36189,0.74715,0.39201,0.90386,0.90386,0.60763,0.19494,0.12896,0.72099,0.94335,0.39714,0.4522,0.36189,0.49897,0.60763,0.55024,0.4522,0.0043649,0.94335,0.94335,0.12297,0.054402,0.74715
0.11227,NaN,1,0.43412,0.43412,1,1,0.32481,0.088984,0.48797,0.17961,NaN,2.9378e-06,0.25676,0.17961,0.68267,1,0.00017631,0.32481,0.040245,1,0.081934,0.70795,0.74106,0.32481,0.32481,0.075767,0.48797,0.14038,0.30138,0.55949,0.38358,1,0.073324,NaN,0.32481,0.50682,0.11227,0.32481,NaN,0.32481,0.21504,1,0.070204,1,0.15535,0.31467,1,0.73384,0.55949,1,0.64055,0.64055,1,0.32481,0.15388,0.32481,0.43412,0.43412,0.15388,1,0.72392,0.64055,0.17961,0.17961,1,1,0.68267,0.32481,1,1,1,1,1,1,0.15535,0.30138,0.32481,1,1,1,0.72392,0.72392
0.58695,NaN,0.028388,0.58695,0.58695,0.72099,0.32481,1,0.38243,0.17961,0.29586,NaN,0.29586,0.096018,0.35367,0.61814,0.72099,0.55663,4.8867e-252,0.29586,0.12297,0.20858,0.55663,0.32481,0.86491,0.86491,0.65052,0.46868,0.52693,0.72099,0.76099,0.65052,0.0043649,0.76099,NaN,0.86491,0.29586,0.070698,0.86491,NaN,0.86491,0.61814,0.29586,0.15098,0.80693,0.68457,0.38243,0.12297,0.20858,0.76099,0.12297,0.013587,0.68457,0.72099,0.86491,0.80693,0.86491,0.58695,0.58695,0.80693,0.29586,0.49766,0.013587,0.29586,0.35367,0.80693,0.58695,0.61814,0.86491,0.58695,0.72099,0.72099,0.29586,0.23768,0.80693,0.68457,0.72099,0.86491,0.58695,0.58695,0.17961,0.49766,0.49766
0.2252,NaN,0.75805,0.2252,0.67776,0.42774,0.088984,0.38243,1,0.83781,0.96874,NaN,0.18994,0.46259,0.16374,0.45139,0.42774,0.98232,0.38243,6.4683e-10,0.76366,0.85625,0.43567,0.73931,0.38243,0.38243,0.75805,0.62269,0.6673,0.80807,0.42547,0.75805,0.42774,0.11355,NaN,0.38243,0.96874,0.67776,0.38243,NaN,0.2668,0.94216,0.47888,0.91676,0.86794,0.25269,0.79783,0.29881,0.2298,0.70419,0.29881,0.25269,0.8467,0.80807,0.2668,0.86794,0.38243,0.67776,0.67776,0.20672,0.96874,0.91676,0.8467,0.18994,0.034851,0.10696,0.71194,0.94216,0.2668,0.2252,0.0612,0.80807,0.96874,0.90509,0.86794,0.25269,0.42774,0.38243,0.71194,0.71194,0.22996,0.54322,0.54322
0.33444,NaN,0.42159,0.33444,0.016124,0.081114,0.48797,0.17961,0.83781,1,0.059568,NaN,0.65376,0.51764,0.80693,0.028388,0.65836,0.14654,0.17961,0.80693,0.00015604,0.058422,0.080866,0.00010706,0.17961,0.46868,0.42159,0.038753,0.72099,0.65836,0.24664,0.42159,0.081114,0.24664,NaN,0.17961,0.80693,0.50089,0.17961,NaN,0.46868,0.68727,0.65376,0.51327,0.66541,0.45373,0.83781,0.72099,0.7696,0.94288,0.72099,0.22278,0.45373,0.65836,0.46868,0.66541,0.46868,0.068858,0.068858,0.66541,0.24933,0.51327,0.45373,0.34569,0.65376,0.29586,0.50089,0.68727,0.46868,0.1305,0.65836,0.12297,0.34569,0.45537,0.66541,0.22278,0.52693,0.17961,0.50089,0.50089,0.86491,0.015988,0.026987
